name	C1	C2	C3	PAC21	PAC22	PAC23	PAC51	PAC52	PAC53
225	ENSG00000148200	1.126737996	1.079794445	1.047130954	1.040012355	0.981269684	1.040626125	1.125208551	1.087823927	1.091305602
226	ENSG00000272449	1.670283514	1.345077638	1.069959971	1.892713248	1.743483769	1.904072702	1.407331747	1.584111057	1.136270433
227	ENSG00000144559	2.386602571	2.144390986	2.308224194	2.700724067	2.62270662	2.386028779	2.875855704	2.725567462	2.723947278
228	ENSG00000144550	0.178115887	0.074031765	0.114098515	0.093876918	0.07627562	0.05537638	0.112556404	0.01987372	0.042145996
229	ENSG00000144554	4.874843452	4.621815992	5.003193104	5.264211499	5.553778752	4.97995238	5.280643666	4.918567734	5.115534378
230	ENSG00000259529	0.06934566	0.072056762	0.046272758	0.118784237	0.074240756	0.116781298	0.063906295	0.048358833	0.092298677
231	ENSG00000141002	13.40048736	13.72910812	13.29815067	12.89847882	12.6418439	12.55114527	11.88135014	12.37742103	14.37191946
232	ENSG00000137364	14.6957645	13.59926403	14.64291179	15.1050647	15.18723487	14.07803586	14.32107157	14.39857558	11.13735431
233	ENSG00000241313	0.335532558	0.182626382	0.375287535	0.387373023	0.290795307	0.36428283	0.185107648	0.3030685	0.359163869
234	ENSG00000172809	38.32063984	43.08060472	38.89495908	38.43630931	41.44431531	40.52353498	40.485643	39.37589078	44.33502292
